compound_id,base_rdkit_smiles,average_logP,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
CHEMBL106070,CNC(=O)ON=C(C)C(C)(C)[N+](=O)[O-],0.66,11.431614229024943,-4.30717297335601,11.431614229024943,0.799450113378684,0.31704823211784794,203.19800000000012,190.094,203.090605896,80,0,0.43258992950388103,-0.3226581793805273,0.43258992950388103,0.3226581793805273,1.7857142857142858,2.5,2.9285714285714284,6.650477692927513,601.3586244823597,22.223614639131597,19.474633948355326,6.474633948355327,11.613931529398815,9.297611634468904,2.8503980389689456,1.8764118833384298,1.8764118833384298,0.9228767380302696,0.9228767380302696,0.25762661180475555,0.25762661180475555,-1.66,104484.1549639574,2.6785522409524343,4.54098458551377,2.999964426777564,99.57884306962563,5.309813353288376,5.711685002770702,1.4118420783282006,0.0,5.538925252383345,6.093240070938415,14.951906852502205,4.794537184071822,0.0,0.0,5.15571272675054,6.851892117295679,42.05202485773393,0.0,32.41638156899696,11.804925073709118,0.0,5.309813353288376,5.15571272675054,26.094601604270384,6.975826900282246,10.114318268765572,0.0,0.0,5.309813353288376,4.794537184071822,0.0,0.0,29.242988275192378,4.8375885837366335,10.114318268765572,37.004779025929686,5.15571272675054,1.4118420783282006,0.0,0.0,93.83,55.108477980367795,14.908855452837393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.993301310487173,17.86094475237084,92.29394766471405,0.0,24.76914804579239,13.105512251196775,-6.453199050453516,0.0,0.0,-2.1619614512471657,-15.470114126669191,0.0,0.7142857142857143,14,1,7,0,0,0,0,0,0,5,1,7,7,0,0,0,0,0.7736000000000001,49.723100000000024,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHEMBL104207,CCc1cnc(N=S(=O)(O)c2ccc(N)cc2)nc1,0.9,13.15921260865457,-4.678581270471149,13.15921260865457,0.2038596612083543,0.8383340279334316,278.3369999999997,264.22499999999997,278.08374668800036,100,0,0.259259230234699,-0.3987277257407565,0.3987277257407565,0.259259230234699,1.5789473684210527,2.3157894736842106,2.8947368421052633,2.8378547153511553,1171.627348881002,25.679280085832076,23.01359925339142,9.830095834319147,14.901607437399045,11.364347932363973,6.001735779700835,2.9912979712275543,4.532253127182786,1.709058231501648,2.8327475035050265,0.9350745850682627,1.6830101597048281,-1.9900000000000002,4891375.380275522,4.255157397216837,5.3317774312987884,3.2678647222536203,131.15162737793273,5.719716975726273,0.0,12.833570065604382,1.4311996572326342,5.948339280986494,0.0,4.55503066995687,14.176855534058884,0.0,4.362699291082171,6.851892117295679,36.10605122367956,24.886969477164183,13.120034812539094,26.665957436650153,21.645611464618035,1.4311996572326342,9.967957041894417,4.362699291082171,18.120300494142832,5.719716975726273,42.07891674397969,0.0,0.0,5.719716975726273,11.635725555670057,0.0,0.0,18.731886204015755,16.38281081027736,0.0,27.49368772686509,45.773648018882646,2.8236841566564013,1.4311996572326342,0.0,101.46,81.84482870274057,4.208898492164469,0.0,5.719716975726273,0.0,0.0,0.0,0.0,0.0,18.88568700293346,19.333227931761456,126.38836082348884,0.0,5.680416942239859,0.0,-2.0147892761234965,-1.0176952108003696,-4.074954010836045,-5.406838325179654,-3.2925863389846644,-4.678581270471149,0.16666666666666666,19,3,6,0,0,0,1,1,2,6,2,7,6,0,0,0,2,2.2528000000000006,73.38960000000003,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHEMBL113671,CCCCNC(=O)CCn1ccc(=O)c(O)c1C,-0.1,12.89494953073822,-4.359641321806503,12.89494953073822,0.5086648478835976,0.7464740715053396,252.31400000000014,232.15399999999994,252.1473925,100,0,0.29336154767438877,-0.5029221532058477,0.5029221532058477,0.29336154767438877,1.8333333333333333,2.7222222222222223,3.4444444444444446,3.941868619585663,1148.7754501764578,30.825908934703556,28.619172062391506,8.619172062391506,16.490140289311128,14.085868310409511,4.2304064244456905,2.594631444747252,2.594631444747252,1.4766344326865304,1.4766344326865304,0.7506261209029801,0.7506261209029801,-1.7800000000000002,18573386.219316177,2.8640675898956034,6.83475712010347,3.9072602776769814,134.691836531825,14.985721192186944,0.0,7.161353911612106,11.335970121252046,1.4311996572326342,0.0,9.589074368143644,0.0,0.0,0.0,13.224817018625059,13.224817018625059,50.77257797482245,11.17696221952934,35.988841464571195,5.907179729351506,1.4311996572326342,9.87691300107973,0.0,39.31941862289544,6.496859684315945,28.13256948929888,0.0,5.749511833283905,10.738603745188916,0.0,5.749511833283905,0.0,23.511146909798654,11.291396868387768,6.851892117295679,56.338248827196296,17.009851102549877,1.4118420783282006,0.0,0.0,71.33,90.68791517615357,9.589074368143644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1088081911072125,27.516695746624794,151.98436400876045,0.0,25.060906323364385,2.6811870158422564,-3.3450112127555345,-4.189286151884229,-1.506814968966619,-14.371557677523368,-16.06378733683735,0.0,0.5384615384615384,18,2,5,0,0,0,0,1,1,4,2,5,9,0,0,0,1,1.1687200000000002,69.63850000000002,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CHEMBL110479,CN(c1nc2ccccc2s1)C1CCN(CC(O)COc2ccc(F)cc2)CC1,4.61,14.170715567242002,-4.762648999312511,14.170715567242002,0.04977208056813209,0.6365323006108387,415.5339999999997,389.3260000000002,415.17297629200067,154,0,0.2106906192073343,-0.4908456843552157,0.4908456843552157,0.2106906192073343,1.4827586206896552,2.2758620689655173,3.0344827586206895,2.022662362476537,1952.9460790425185,42.98868116259058,39.94435013090069,14.760846711828416,24.428316443706443,20.406705635127967,8.31495392559183,4.955362660133215,5.932883467499119,3.0531052625225494,4.009076110491577,1.8512141084797027,2.648704357675563,-2.2199999999999998,98846504834.64886,5.720307546897412,9.068775392588455,5.040400173094772,210.51770597222063,19.645490606608217,24.205735944196075,5.131558479839333,1.4311996572326342,0.0,0.0,0.0,9.374393568622029,0.0,0.0,23.421623293261327,49.00036204863852,50.304159651792624,26.665723308127998,48.505050096837614,26.68496499185943,1.4311996572326342,9.883888251797686,0.0,24.843760297958394,37.92530092699685,54.15657050235225,0.0,5.749511833283905,9.636772684650527,9.521973527514152,5.749511833283905,11.336785877934737,61.54719779158353,0.0,5.817220841045895,47.01481370691429,48.33934966130636,0.0,10.216620634085363,0.0,48.83000000000001,142.9232324053666,5.76117360384504,0.0,11.336785877934737,0.0,0.0,0.0,0.0,0.0,10.092786712054421,39.06626795911798,235.70770646276208,0.04977208056813209,2.1626428457763263,2.8083315946718344,-0.6652955211205163,-3.289870925580565,-13.718721449546287,-13.819451724144743,-22.485113363386205,0.0,0.4090909090909091,29,1,5,0,1,1,2,1,3,6,1,7,9,0,1,1,4,3.7759000000000027,115.38680000000005,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CHEMBL100572,O=C(O)c1cccc2ccccc12,3.1,11.644579554043839,-1.3161753590325016,11.644579554043839,0.34499999999999953,0.7172080990038779,172.18300000000005,164.11899999999997,172.052429496,64,0,0.33581576987767653,-0.47762327781368663,0.47762327781368663,0.33581576987767653,1.2307692307692308,2.0,2.8461538461538463,3.2137470142488174,778.1076072527884,16.057959742272434,14.316496580927726,6.316496580927726,9.734157225167419,7.316496580927726,3.408248290463863,2.287457478565265,2.287457478565265,1.5166241452319316,1.5166241452319316,0.9655931089239487,0.9655931089239487,-1.8299999999999996,37122.62225599746,2.8397707562073387,2.900808330413362,1.2644830100238629,86.76019987733827,5.1088081911072125,0.0,0.0,0.0,1.4311996572326342,5.969305287951849,0.0,4.794537184071822,0.0,0.0,36.25451224597977,16.814867136592888,0.0,15.158761384888534,19.498655268370573,16.74175371688144,1.4311996572326342,0.0,0.0,0.0,0.0,47.86038244534006,0.0,0.0,0.0,0.0,0.0,0.0,11.078113479059063,0.0,0.0,19.953298568960356,42.29693095364306,0.0,12.203648086162225,0.0,37.3,53.82968773329191,4.794537184071822,0.0,10.772448428929591,0.0,0.0,0.0,0.0,0.0,5.1088081911072125,11.026509550424175,60.48139479402872,0.0,11.644579554043839,3.0489462868480732,-0.6175925925925927,-1.3161753590325016,-4.407819349962206,0.0,0.0,0.0,0.0,13,1,2,0,0,0,2,0,2,2,1,2,1,0,0,0,2,2.538000000000001,50.90730000000001,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHEMBL104089,C1OC1CN1CCN(CC2CO2)CC1,-0.84,8.150892857142857,-4.034727891156464,8.150892857142857,0.6979889455782309,0.5646499435106309,198.26600000000016,180.12199999999999,198.136827816,80,0,0.09359815759087277,-0.3717341938953228,0.3717341938953228,0.09359815759087277,1.0714285714285714,1.4285714285714286,1.7142857142857142,2.243376901495003,747.6170154352111,25.568914100752345,24.710923771927643,6.710923771927642,13.646264369941974,12.6581373674276,3.6581373674276003,2.4081373674276008,2.4081373674276008,1.3821591755063176,1.3821591755063176,0.7131137193305124,0.7131137193305124,-0.16,2425391.0542029957,1.9925325687842659,3.7736634061908787,2.4479230665285345,110.04246339925238,9.473725907600098,0.0,0.0,0.0,0.0,0.0,9.799819461700956,0.0,0.0,0.0,0.0,0.0,55.430260779938344,33.502557876753876,34.14737991866406,0.0,0.0,9.799819461700956,0.0,12.160036053899976,52.09912859172824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.05898410732918,9.473725907600098,0.0,24.673654011063956,0.0,0.0,0.0,0.0,31.54,74.05898410732918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.473725907600098,24.673654011063956,151.49697950828627,0.0,-1.3959778911564622,0.0,0.0,0.0,0.0,-6.607523148148149,-29.993478468981724,0.0,1.0,14,0,4,0,3,3,0,0,0,4,0,4,4,0,3,3,3,-0.5983999999999989,52.36000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHEMBL113861,COc1cccc(OC)c1C(O)=Nc1nnc(-c2ccccc2)s1,3.5,8.085626821731516,-3.248185585757997,8.085626821731516,0.19733533845636986,0.5631420823181151,341.39199999999977,326.27200000000005,341.08341234000045,122,0,0.29485993563807444,-0.49577822124665916,0.49577822124665916,0.29485993563807444,1.125,1.875,2.5416666666666665,2.2900325287685406,1396.4468843732168,29.610001506150226,26.474633948355326,12.291130529283054,17.873916996731538,13.431544498087302,6.839792788551164,3.919117221838772,4.8750880698078,2.5495627917438055,3.384196697447357,1.5816261891774852,2.250541294147785,-2.9299999999999993,145065923.82637504,5.855898317209619,7.096608363428575,3.2061282968299967,163.76640513323835,14.58253409870731,22.07009885511757,0.0,11.029303824196944,1.4311996572326342,0.0,0.0,0.0,4.992404732635669,10.197363616602075,47.591298123914505,12.08483741532659,5.563451491696996,33.26652470414825,33.77315388509039,22.36608970213168,1.4311996572326342,10.197363616602075,4.992404732635669,0.0,14.075904917765177,53.90280115300335,0.0,22.07009885511757,9.473725907600098,5.131558479839333,11.49902366656781,11.336785877934737,35.27982206983208,0.0,0.0,24.754071278080072,53.33175439394203,0.0,12.002274845782395,0.0,76.83,90.50703356153332,0.0,0.0,10.571075188549761,11.336785877934737,0.0,0.0,0.0,0.0,20.298576540344957,30.095545351215808,124.82279179988544,0.5499084047199123,3.851827916351725,11.279700050347145,-1.1857430277487992,-2.9791876514405367,-6.009592987265557,0.0,0.0,-6.496371171515994,0.11764705882352941,24,1,6,0,0,0,2,1,3,7,1,7,7,0,0,0,3,3.858600000000002,93.71680000000003,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHEMBL106769,CC1CN(C)C(=Nc2ncc([N+](=O)[O-])s2)N1,1.95,10.793121672299161,-3.4638111772486777,10.793121672299161,0.13569208238851083,0.6155891156750388,241.27600000000012,230.18800000000002,241.063345592,86,0,0.34524482694010034,-0.35162732286043197,0.35162732286043197,0.34524482694010034,2.1875,3.0625,3.6875,2.730628598096658,803.658038185824,21.162772227887025,18.46081284889138,8.277309429819105,11.958249556659453,9.206678235133722,4.57596122056149,2.4899325966944486,3.445903444663477,1.426125203853056,2.2249810324741732,0.8451177583573201,1.4024574990042045,-1.7,322972.34012082085,3.6570241003917943,4.046244645981219,2.1073501589985106,111.48101998556436,10.209723084138854,6.172895210814761,1.4118420783282006,11.091113048583168,0.0,5.001081976687867,10.114318268765572,4.9839785209472085,4.992404732635669,0.0,0.0,18.188677995230417,27.715130389969154,10.406345273498552,20.04273868884807,27.428980903205773,0.0,15.193701605086062,4.992404732635669,12.869784585645323,13.47268658459819,16.287213479580334,0.0,0.0,5.309813353288376,10.132640456527199,0.0,11.336785877934737,40.257332922307036,0.0,10.114318268765572,20.559477678997876,11.16529994345043,1.4118420783282006,0.0,0.0,83.66,53.530872455146984,10.114318268765572,0.0,21.54650896207359,0.0,0.0,0.0,0.0,0.0,9.976383253582878,15.1194276400304,83.79950397053142,0.24710104875283423,16.68655031458941,9.267680873294374,0.0,-1.1020620748299315,-3.374780722474175,-0.7960374543335849,-10.227955955530362,0.0,0.5,16,1,7,0,1,1,0,1,1,5,1,8,4,0,1,1,2,0.9622999999999999,61.09110000000002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CHEMBL102727,O=C(O)c1ccc[nH]1,0.85,10.783425925925926,-1.2157407407407408,10.783425925925926,0.29319444444444454,0.5603979586363105,111.09999999999997,106.05999999999999,111.0320284,42,0,0.35178919198937336,-0.4765672958107728,0.4765672958107728,0.35178919198937336,2.25,3.125,3.625,3.37057465864006,334.7969859165851,10.171208396324303,8.763710176427685,3.763710176427684,6.00210641759854,4.210923771927642,1.855461885963821,1.109671074065223,1.109671074065223,0.5978576627209672,0.5978576627209672,0.295629681079231,0.295629681079231,-1.25,767.2449268289546,1.6164554096876416,1.6944897959183673,0.7026627218934911,53.1308408983523,10.085811461336466,5.693927994848461,1.4118420783282006,0.0,1.4311996572326342,5.969305287951849,0.0,4.794537184071822,0.0,0.0,0.0,12.08483741532659,6.172895210814761,4.1122756685106605,15.427463122017894,5.969305287951849,1.4311996572326342,4.977003270229252,0.0,0.0,0.0,23.951660620989813,0.0,0.0,0.0,0.0,0.0,0.0,16.055116749288317,0.0,0.0,14.600740847430941,18.25773262614135,1.4118420783282006,1.4311996572326342,0.0,53.089999999999996,29.92096590894166,4.794537184071822,0.0,0.0,4.977003270229252,0.0,0.0,0.0,0.0,5.1088081911072125,6.955317404071496,34.6837037037037,0.0,11.076620370370371,3.5498148148148148,-0.578703703703703,-1.2157407407407408,-1.104027777777778,-0.5783333333333334,0.0,0.0,0.0,8,2,3,0,0,0,0,1,1,2,2,3,1,0,0,0,1,0.7128999999999999,27.751999999999995,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHEMBL110461,C=C1NC(C)=C(C(=O)OCC)C(c2ccccc2C=CC(=O)OC(C)(C)C)C1C(=O)OCC,5.2,14.37867114739889,-4.955550831443689,14.37867114739889,0.8849915957957211,0.3731645675198614,455.5509999999996,422.2870000000002,455.23078777600085,178,0,0.3359229441093671,-0.4654544174876439,0.4654544174876439,0.3359229441093671,1.3333333333333333,2.090909090909091,2.787878787878788,3.7322544208585398,2214.6494019439288,52.85892465059366,48.89670333828313,15.896703338283135,28.82365061308765,24.481544498087302,8.034330902587342,5.4878860109984675,5.4878860109984675,3.36577224904365,3.36577224904365,2.2994863919049564,2.2994863919049564,-3.3499999999999996,2705584560814.0454,6.007269755740255,10.986819031687292,6.570353189335542,241.45275246738316,19.520402214688524,11.495008496346767,1.4118420783282006,0.0,0.0,17.90791586385555,4.794537184071822,9.589074368143644,0.0,0.0,30.700713792655044,58.29032743320362,50.75527918091475,35.14017768994449,73.87031628939089,23.959987609891115,0.0,5.309813353288376,5.893957685363079,52.60636120012083,13.117970485832577,64.84687167826554,0.0,0.0,5.309813353288376,0.0,0.0,0.0,36.62693716067181,28.59420041361561,5.893957685363079,101.99648716997808,53.71996869487155,1.4118420783282006,6.052071746035566,0.0,90.92999999999999,165.73496201276157,17.125128664555906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.210588861400147,42.53459876343482,278.8905870990119,0.0,42.27322857100479,-0.8849915957957211,-15.876785913297223,-18.534690851885347,-11.911857999595867,0.0,-36.705489309442484,0.0,0.4230769230769231,33,1,7,0,1,1,1,0,1,7,1,7,10,0,0,0,2,4.2584000000000035,125.79370000000006,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
